timestamp,roll_angle,steering_output,final_steer,target_speed,actual_speed_kmh,actual_handlebar_angle,p_term,i_term,d_term,error,stability_factor,vision_error,vision_steer_command,vision_speed_command,vision_p_term,vision_i_term,vision_d_term,vision_active,vision_mask_coverage,x,y,v,yaw
0.002000,-0.010,-0.020349,-0.020349,4.321,0.00,0.022083,0.019998,0.000000,0.000351,0.000,0.014,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.164,-46.327,0.014,-2.617960
0.004000,-0.010,-0.023693,-0.023693,4.321,1.31,0.021235,0.020340,0.000012,0.003342,0.000,0.016,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.164,-46.327,0.027,-2.617888
0.006000,-0.010,-0.033468,-0.033468,4.321,2.44,0.020337,0.020740,0.000016,0.012712,0.000,0.022,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.164,-46.326,0.034,-2.617809
0.008000,-0.011,-0.036227,-0.036227,4.321,3.36,0.019261,0.021191,0.000037,0.014999,0.000,0.024,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.164,-46.326,0.040,-2.617714
0.010000,-0.011,-0.040168,-0.040168,4.321,4.08,0.018151,0.021687,0.000053,0.018428,0.010,0.027,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.164,-46.326,0.046,-2.617615
0.012000,-0.011,-0.058667,-0.058667,4.321,4.67,0.016985,0.022227,0.000056,0.036384,0.010,0.039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.164,-46.326,0.052,-2.617509
0.014000,-0.011,-0.060897,-0.060897,4.321,5.13,0.015472,0.022787,0.000070,0.038041,0.010,0.041,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.164,-46.326,0.053,-2.617374
0.016000,-0.012,-0.058282,-0.058282,4.321,5.51,0.013945,0.023348,0.000080,0.034854,0.011,0.039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.164,-46.326,0.054,-2.617237
0.018000,-0.012,-0.068406,-0.068406,4.321,5.81,0.012500,0.023906,0.000086,0.044415,0.011,0.046,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.164,-46.326,0.053,-2.617106
0.020000,-0.012,-0.070395,-0.070395,4.321,6.04,0.010882,0.024473,0.000100,0.045821,0.011,0.047,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.164,-46.326,0.054,-2.616960
0.022000,-0.013,-0.058673,-0.058673,4.321,6.24,0.009257,0.025042,0.000112,0.033519,0.011,0.039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.164,-46.326,0.054,-2.616813
0.024000,-0.013,-0.057441,-0.057441,4.321,6.39,0.007898,0.025599,0.000137,0.031704,0.012,0.038,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.164,-46.326,0.054,-2.616688
