timestamp,roll_angle,steering_output,target_speed,p_term,i_term,d_term,error,stability_factor
0.005000,0.000,-0.000005,4.995,-0.000000,-0.000000,-0.000004,0.000,0.000
0.010000,-0.013,0.000229,4.993,0.000013,0.000000,0.000216,0.000,0.001
0.015000,0.007,-0.000774,4.989,-0.000007,0.000000,-0.000766,0.000,0.002
0.020000,0.007,-0.000753,4.989,-0.000007,0.000000,-0.000746,0.000,0.002
0.025000,-0.007,-0.000178,4.994,0.000007,0.000000,-0.000185,-0.000,0.001
0.030000,-0.012,-0.000008,4.995,0.000012,0.000000,-0.000020,0.013,0.000
0.035000,0.014,-0.001236,4.986,-0.000014,0.000000,-0.001222,-0.007,0.004
0.040000,-0.005,0.000709,4.990,0.000005,0.000000,0.000704,-0.007,0.002
0.045000,0.005,0.000188,4.994,-0.000005,0.000000,0.000193,0.007,0.001
0.050000,0.006,-0.000421,4.992,-0.000006,0.000000,-0.000415,0.012,0.001
0.055000,-0.003,-0.000190,4.994,0.000003,0.000000,-0.000192,-0.014,0.001
0.060000,-0.002,0.000737,4.990,0.000002,0.000000,0.000735,0.005,0.002
0.065000,-0.001,-0.000219,4.994,0.000001,0.000000,-0.000220,-0.005,0.001
0.070000,-0.009,0.000675,4.990,0.000009,0.000000,0.000665,-0.006,0.002
0.075000,0.014,-0.000956,4.988,-0.000014,0.000000,-0.000941,0.003,0.003
0.080000,-0.001,-0.000225,4.994,0.000001,0.000000,-0.000226,0.002,0.001
0.085000,-0.023,0.000893,4.988,0.000023,0.000000,0.000870,0.001,0.003
0.090000,-0.002,-0.000534,4.991,0.000002,0.000000,-0.000536,0.009,0.002
0.095000,0.009,-0.001627,4.983,-0.000009,0.000000,-0.001618,-0.014,0.005
0.100000,-0.004,0.000013,4.995,0.000004,0.000000,0.000008,0.000,0.000
0.105000,0.007,-0.001194,4.986,-0.000007,0.000000,-0.001187,0.000,0.004
0.110000,0.003,-0.000795,4.989,-0.000003,0.000000,-0.000792,0.000,0.002
0.115000,-0.003,-0.000140,4.994,0.000003,0.000000,-0.000143,0.000,0.000
0.120000,-0.005,0.000146,4.994,0.000005,0.000000,0.000141,0.004,0.000
0.125000,-0.007,0.000171,4.994,0.000007,0.000000,0.000164,-0.007,0.001
0.130000,0.009,-0.000315,4.993,-0.000009,0.000000,-0.000305,-0.003,0.001
0.135000,-0.005,0.000935,4.988,0.000005,0.000000,0.000929,0.003,0.003
0.140000,0.007,-0.001057,4.987,-0.000007,0.000000,-0.001050,0.005,0.003
0.145000,-0.007,0.000245,4.993,0.000007,0.000000,0.000237,0.007,0.001
0.150000,0.010,-0.001768,4.981,-0.000010,0.000000,-0.001758,-0.009,0.006
0.155000,-0.001,0.001163,4.986,0.000001,0.000000,0.001162,0.005,0.004
